branch_name,branch_profile_index,case_count,branch_s_fraction,mean_effective_htc_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_bulk_temp_k,mean_wall_temp_k,bulk_minus_wall_delta_k
left_lower_leg,25,3,0.7575757575757575,97.5823293959484,7.016102669357335,450.4746042172576,446.4819248860792,3.992679331178446
left_lower_leg,26,3,0.7878787878787877,98.3938682307216,7.074451755920315,450.47109488557317,446.5109145774384,3.9601803081347193
left_lower_leg,27,3,0.818181818181818,99.14435504719894,6.336365542577442,450.4679308115531,446.53804223623274,3.929888575320509
left_lower_leg,28,3,0.8484848484848483,99.88551992884923,7.181700491687992,450.4652438973776,446.5655710209246,3.899672876453053
left_lower_leg,29,3,0.8787878787878788,100.68670826140698,7.239305384228605,450.463108239383,446.5962321784816,3.8668760609013852
left_lower_leg,30,3,0.9090909090909092,101.53486685361342,6.489144353151963,450.4616316839842,446.6288080583922,3.832823625591933
left_lower_leg,31,3,0.9393939393939393,102.6841567731276,7.38292056457675,450.4616579951778,446.6725234468748,3.789134548302968
left_lower_leg,32,3,0.9696969696969696,105.271801568105,7.568970453586052,450.4667361518589,446.76736530397557,3.6993708478833773
left_lower_leg,33,3,1.0,110.32639498980409,8.857838075434309,450.513984420186,446.93837294096215,3.5756114792238236
left_upper_leg,0,3,0.0,77.09979374932708,6.1463528318921545,450.12492859950544,445.31955750053476,4.8053710989707
left_upper_leg,1,3,0.026315789473684213,79.93105916489814,5.701850433096411,450.0399651023865,445.4509055243952,4.589059577991293
left_upper_leg,2,3,0.052631578947368425,84.12804139034635,6.001240556289932,450.00832499687345,445.6315817412338,4.376743255639629
left_upper_leg,3,3,0.07894736842105264,87.12536236194808,6.21505320093788,449.9931729699383,445.75300418534516,4.240168784593114
left_upper_leg,4,3,0.10526315789473685,89.12171664827152,5.651077638136542,449.98466629597993,445.82890819479604,4.155758101183911
left_upper_leg,5,3,0.13157894736842105,90.59831987867024,6.462795249244727,449.9793721174756,445.88264230092955,4.096729816546012
left_upper_leg,6,3,0.15789473684210528,91.80759413518247,6.549058349161825,449.9757837333339,445.9252221768548,4.0505615564791055
left_upper_leg,7,3,0.18421052631578946,92.76747430576621,6.6175310860409295,449.97322871625346,445.9579628260535,4.015265890199866
left_upper_leg,8,3,0.2105263157894737,93.5126458512572,5.929500033517023,449.9713012569045,445.9826656512176,3.9886356056868713
left_upper_leg,9,3,0.23684210526315794,94.13819140649694,6.715310582019185,449.9696529322567,446.00292662639094,3.966726305865734
